jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
2341,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1956,2020-12-03T17:11:20,2020-12-03T17:43:56,260,6519140,su3,0.003676471,1,user_99
2342,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3406,2020-12-03T17:43:29,2020-12-03T18:40:15,248.896,6651350,su3,0.003676471,1,user_99
2343,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1957,2020-12-03T17:50:05,2020-12-03T18:22:42,270.342,6473960,su3,0.003676471,1,user_99
2344,su3_hqp_coulomb_dbl_m780_icc_20190807,32,8704,32,1308,2020-12-03T18:33:00,2020-12-03T18:54:48,233.774,5910130,su3,0.003676471,1,user_99
2345,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1824,2020-12-03T19:15:36,2020-12-03T19:46:00,264.632,6427760,su3,0.003676471,1,user_99
2346,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,4,1088,4,13011,2020-12-03T19:47:04,2020-12-03T23:23:55,246.749,8450180,su3,0.003676471,1,user_99
2347,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1933,2020-12-03T19:50:54,2020-12-03T20:23:07,263.874,6417650,su3,0.003676471,1,user_99
2348,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1869,2020-12-03T20:25:13,2020-12-03T20:56:22,249.745,6789230,su3,0.003676471,1,user_99
2349,su3_hqp_coulomb_dbl_m780_icc_20190807,32,8704,32,1070,2020-12-03T20:36:35,2020-12-03T20:54:25,232.809,5800920,su3,0.003676471,1,user_99
2350,su3_hqp_coulomb_dbl_m780_icc_20190807,32,8704,32,676,2020-12-03T20:42:33,2020-12-03T20:53:49,224.636,5469650,su3,0.003676471,1,user_99
2351,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3415,2020-12-03T20:54:20,2020-12-03T21:51:15,269.842,6425930,su3,0.003676471,1,user_99
2352,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1923,2020-12-03T20:59:40,2020-12-03T21:31:43,263.978,6652220,su3,0.003676471,1,user_99
2353,su3_hqp_coulomb_dbl_m780_icc_20190807,32,8704,32,815,2020-12-03T21:13:18,2020-12-03T21:26:53,231.375,5533920,su3,0.003676471,1,user_99
2354,su3_hqp_coulomb_dbl_m780_icc_20190807,32,8704,32,686,2020-12-03T21:16:59,2020-12-03T21:28:25,223.22,5805610,su3,0.003676471,1,user_99
2355,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1892,2020-12-03T21:34:54,2020-12-03T22:06:26,263.997,7067970,su3,0.003676471,1,user_99
2356,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3415,2020-12-03T21:55:39,2020-12-03T22:52:34,246.059,8849580,su3,0.003676471,1,user_99
2357,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1964,2020-12-03T22:11:11,2020-12-03T22:43:55,259.482,6515330,su3,0.003676471,1,user_99
2358,su3_hqp_coulomb_dbl_m780_icc_20190807,32,8704,32,616,2020-12-03T22:39:35,2020-12-03T22:49:51,226.081,5563630,su3,0.003676471,1,user_99
2359,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1943,2020-12-03T22:47:25,2020-12-03T23:19:48,256.79,6382190,su3,0.003676471,1,user_99
2360,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3434,2020-12-03T22:56:00,2020-12-03T23:53:14,272.282,6472040,su3,0.003676471,1,user_99
2361,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1926,2020-12-03T23:32:46,2020-12-04T00:04:52,269.738,6598900,su3,0.003676471,1,user_99
2362,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3476,2020-12-03T23:57:38,2020-12-04T00:55:34,261.805,6782250,su3,0.003676471,1,user_99
2363,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1956,2020-12-04T00:07:05,2020-12-04T00:39:41,255.943,6495400,su3,0.003676471,1,user_99
2364,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3448,2020-12-04T01:08:31,2020-12-04T02:05:59,258.108,6622980,su3,0.003676471,1,user_99
2365,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1956,2020-12-04T01:08:32,2020-12-04T01:41:08,276.723,6420870,su3,0.003676471,1,user_99
2366,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1933,2020-12-04T02:06:35,2020-12-04T02:38:48,268.223,6355500,su3,0.003676471,1,user_99
2367,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3403,2020-12-04T02:21:43,2020-12-04T03:18:26,247.931,6707230,su3,0.003676471,1,user_99
2368,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1953,2020-12-04T02:41:10,2020-12-04T03:13:43,265.765,6506220,su3,0.003676471,1,user_99
2369,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1905,2020-12-04T03:16:07,2020-12-04T03:47:52,266.216,6542610,su3,0.003676471,1,user_99
2370,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3492,2020-12-04T03:21:38,2020-12-04T04:19:50,275.159,6441820,su3,0.003676471,1,user_99
2371,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1883,2020-12-04T04:20:46,2020-12-04T04:52:09,257.769,6337510,su3,0.003676471,1,user_99
2372,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3392,2020-12-04T04:26:28,2020-12-04T05:23:00,256.378,6444900,su3,0.003676471,1,user_99
2373,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3443,2020-12-04T07:17:55,2020-12-04T08:15:18,268.372,6625620,su3,0.003676471,1,user_99
2374,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1866,2020-12-04T07:39:07,2020-12-04T08:10:13,277.466,6568970,su3,0.003676471,1,user_99
2375,su3_rhmc_hisq.knl_dbl_fixnode_qopqdp_20190610,32,8704,32,58166,2020-12-04T07:56:04,2020-12-05T00:05:30,237.631,7725340,su3,0.003676471,1,user_99
2376,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1940,2020-12-04T08:48:55,2020-12-04T09:21:15,260.139,6453510,su3,0.003676471,1,user_99
2377,su3_rhmc_hisq.knl_dbl_fixnode_qopqdp_20190610,32,8704,32,47437,2020-12-04T11:49:34,2020-12-05T01:00:11,231.152,6092100,su3,0.003676471,1,user_99
2378,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3832,2020-12-04T11:58:39,2020-12-04T13:02:31,242.625,6474960,su3,0.003676471,1,user_99
2379,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2275,2020-12-04T12:39:41,2020-12-04T13:17:36,249.552,6245280,su3,0.003676471,1,user_99
2380,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3406,2020-12-04T13:26:05,2020-12-04T14:22:51,251.491,6583680,su3,0.003676471,1,user_99
2381,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1866,2020-12-04T13:26:07,2020-12-04T13:57:13,256.529,6615660,su3,0.003676471,1,user_99
2382,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1860,2020-12-04T14:37:04,2020-12-04T15:08:04,263.591,6484160,su3,0.003676471,1,user_99
2383,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3408,2020-12-04T15:27:56,2020-12-04T16:24:44,254.961,6136730,su3,0.003676471,1,user_99
2384,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1940,2020-12-04T15:27:56,2020-12-04T16:00:16,246.668,6175880,su3,0.003676471,1,user_99
2385,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1957,2020-12-04T16:15:09,2020-12-04T16:47:46,269.367,6696080,su3,0.003676471,1,user_99
2386,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3432,2020-12-04T16:30:02,2020-12-04T17:27:14,265.879,6622030,su3,0.003676471,1,user_99
2387,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1899,2020-12-04T16:52:59,2020-12-04T17:24:38,254.934,6395050,su3,0.003676471,1,user_99
2388,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1910,2020-12-04T17:26:43,2020-12-04T17:58:33,269.347,6397900,su3,0.003676471,1,user_99
2389,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3424,2020-12-04T17:44:01,2020-12-04T18:41:05,264.544,6592820,su3,0.003676471,1,user_99
2390,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1827,2020-12-04T18:15:43,2020-12-04T18:46:10,258.283,6641480,su3,0.003676471,1,user_99
2391,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3406,2020-12-04T18:45:17,2020-12-04T19:42:03,245.282,8862090,su3,0.003676471,1,user_99
2392,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1838,2020-12-04T19:23:39,2020-12-04T19:54:17,247.287,6421010,su3,0.003676471,1,user_99
2393,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3412,2020-12-04T19:48:57,2020-12-04T20:45:49,257.051,6615560,su3,0.003676471,1,user_99
2394,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1856,2020-12-04T19:57:16,2020-12-04T20:28:12,264.02,6559000,su3,0.003676471,1,user_99
2395,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3418,2020-12-04T20:54:35,2020-12-04T21:51:33,266.441,6679850,su3,0.003676471,1,user_99
2396,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1845,2020-12-04T20:54:41,2020-12-04T21:25:26,258.041,6575300,su3,0.003676471,1,user_99
2397,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1945,2020-12-04T21:28:22,2020-12-04T22:00:47,245.746,6734280,su3,0.003676471,1,user_99
2398,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3450,2020-12-04T21:53:11,2020-12-04T22:50:41,268.508,6537370,su3,0.003676471,1,user_99
2399,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1920,2020-12-04T22:07:34,2020-12-04T22:39:34,271.262,6559340,su3,0.003676471,1,user_99
2400,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1863,2020-12-04T22:43:33,2020-12-04T23:14:36,269.605,6535200,su3,0.003676471,1,user_99
2401,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3420,2020-12-04T22:56:47,2020-12-04T23:53:47,261.845,6597350,su3,0.003676471,1,user_99
2402,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1893,2020-12-04T23:19:29,2020-12-04T23:51:02,271.357,6512850,su3,0.003676471,1,user_99
2403,su3_rhmc_hisq.knl_dbl_fixnode_qopqdp_20190610,32,8704,32,63214,2020-12-05T00:09:58,2020-12-05T17:43:32,230.037,7654800,su3,0.003676471,1,user_99
2404,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1811,2020-12-05T01:02:32,2020-12-05T01:32:43,261.526,6585890,su3,0.003676471,1,user_99
2405,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1902,2020-12-05T01:38:33,2020-12-05T02:10:15,267.538,6395320,su3,0.003676471,1,user_99
2406,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3433,2020-12-05T03:04:39,2020-12-05T04:01:52,267.279,6449690,su3,0.003676471,1,user_99
2407,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1866,2020-12-05T03:04:41,2020-12-05T03:35:47,270.56,6449250,su3,0.003676471,1,user_99
2408,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3414,2020-12-05T04:47:57,2020-12-05T05:44:51,255.958,6427260,su3,0.003676471,1,user_99
2409,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1879,2020-12-05T04:59:16,2020-12-05T05:30:35,267.279,6701270,su3,0.003676471,1,user_99
2410,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1892,2020-12-05T05:34:53,2020-12-05T06:06:25,260.349,8610990,su3,0.003676471,1,user_99
2411,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,4,1088,4,13342,2020-12-05T05:43:23,2020-12-05T09:25:45,250.724,8082840,su3,0.003676471,1,user_99
2412,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1929,2020-12-05T06:09:16,2020-12-05T06:41:25,259.997,8627410,su3,0.003676471,1,user_99
2413,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3433,2020-12-05T06:46:44,2020-12-05T07:43:57,265.061,6683910,su3,0.003676471,1,user_99
2414,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1904,2020-12-05T06:46:46,2020-12-05T07:18:30,275.65,6540320,su3,0.003676471,1,user_99
2415,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1912,2020-12-05T07:23:44,2020-12-05T07:55:36,247.626,6508090,su3,0.003676471,1,user_99
2416,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1902,2020-12-05T09:38:02,2020-12-05T10:09:44,266.317,7257700,su3,0.003676471,1,user_99
2417,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1860,2020-12-05T10:18:38,2020-12-05T10:49:38,245.918,6463380,su3,0.003676471,1,user_99
2418,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1885,2020-12-05T11:06:28,2020-12-05T11:37:53,266.468,6341620,su3,0.003676471,1,user_99
2419,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1956,2020-12-05T11:43:14,2020-12-05T12:15:50,267.325,6455180,su3,0.003676471,1,user_99
2420,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3425,2020-12-05T11:45:34,2020-12-05T12:42:39,257.637,6637150,su3,0.003676471,1,user_99
2421,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1938,2020-12-05T12:22:15,2020-12-05T12:54:33,258.956,6535440,su3,0.003676471,1,user_99
2422,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3415,2020-12-05T12:46:36,2020-12-05T13:43:31,265.78,7191480,su3,0.003676471,1,user_99
2423,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1917,2020-12-05T12:56:29,2020-12-05T13:28:26,271.215,8826550,su3,0.003676471,1,user_99
2424,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3447,2020-12-05T13:48:21,2020-12-05T14:45:48,272.968,6450260,su3,0.003676471,1,user_99
2425,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1871,2020-12-05T14:04:38,2020-12-05T14:35:49,240.049,6409930,su3,0.003676471,1,user_99
2426,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1911,2020-12-05T14:37:39,2020-12-05T15:09:30,248.984,6664210,su3,0.003676471,1,user_99
2427,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3461,2020-12-05T14:51:55,2020-12-05T15:49:36,279.221,6454520,su3,0.003676471,1,user_99
2428,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1920,2020-12-05T15:12:49,2020-12-05T15:44:49,266.764,6528660,su3,0.003676471,1,user_99
2429,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1905,2020-12-05T15:46:45,2020-12-05T16:18:30,264.719,6455840,su3,0.003676471,1,user_99
2430,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3424,2020-12-05T18:17:47,2020-12-05T19:14:51,255.46,6708440,su3,0.003676471,1,user_99
2431,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1903,2020-12-05T18:19:08,2020-12-05T18:50:51,272.277,6399900,su3,0.003676471,1,user_99
2432,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3408,2020-12-05T19:54:29,2020-12-05T20:51:17,260.475,6529450,su3,0.003676471,1,user_99
2433,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1918,2020-12-05T20:09:55,2020-12-05T20:41:53,255.639,6587060,su3,0.003676471,1,user_99
2434,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1919,2020-12-05T20:50:27,2020-12-05T21:22:26,264.384,6364120,su3,0.003676471,1,user_99
2435,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3402,2020-12-05T20:53:04,2020-12-05T21:49:46,259.746,6545180,su3,0.003676471,1,user_99
2436,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1896,2020-12-05T21:25:28,2020-12-05T21:57:04,274.249,6531630,su3,0.003676471,1,user_99
2437,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3448,2020-12-05T21:55:42,2020-12-05T22:53:10,270.706,6428520,su3,0.003676471,1,user_99
2438,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1931,2020-12-05T22:01:22,2020-12-05T22:33:33,275.013,6557950,su3,0.003676471,1,user_99
2439,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1945,2020-12-05T22:38:56,2020-12-05T23:11:21,255.959,6732130,su3,0.003676471,1,user_99
2440,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,3509,2020-12-05T22:57:00,2020-12-05T23:55:29,270.75,9068640,su3,0.003676471,1,user_99
2441,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1936,2020-12-05T23:15:50,2020-12-05T23:48:06,256.979,6795710,su3,0.003676471,1,user_99
2442,pw.x,16,4352,16,116433,2020-11-30T01:21:24,2020-12-01T09:41:57,202.812,55548300,pw,0.003676471,1,user_100
2443,pw.x,4,1088,4,16655,2020-11-30T01:36:26,2020-11-30T06:14:01,171.683,8435140,pw,0.003676471,1,user_101
2444,pw.x,4,1088,4,16786,2020-11-30T01:38:01,2020-11-30T06:17:47,165.832,8340630,pw,0.003676471,1,user_101
2445,pw.x,4,1088,4,16363,2020-11-30T05:57:06,2020-11-30T10:29:49,170.389,8327060,pw,0.003676471,1,user_101
2446,pw2bgw.x,4,1088,4,17000,2020-11-30T06:25:59,2020-11-30T11:09:19,159.77,7883800,bgw,0.003676471,1,user_101
2447,pw.x,4,1088,4,16590,2020-11-30T11:45:09,2020-11-30T16:21:39,169.628,8501840,pw,0.003676471,1,user_101
2448,pw2bgw.x,4,1088,4,16807,2020-11-30T11:47:42,2020-11-30T16:27:49,169.23,8662320,bgw,0.003676471,1,user_101
2449,pw2bgw.x,4,1088,4,17375,2020-11-30T18:00:33,2020-11-30T22:50:08,166.233,8272200,bgw,0.003676471,1,user_101
2450,pw.x,4,1088,4,17989,2020-11-30T18:00:33,2020-11-30T23:00:22,162.499,8502660,pw,0.003676471,1,user_101
2451,pw.x,4,1088,4,19028,2020-12-01T04:29:38,2020-12-01T09:46:46,170.741,8464680,pw,0.003676471,1,user_101
2452,pw.x,4,1088,4,16606,2020-12-01T04:29:38,2020-12-01T09:06:24,171.757,7875350,pw,0.003676471,1,user_101
2453,pw.x,4,1088,4,17785,2020-12-01T07:22:32,2020-12-01T12:18:57,174.406,8429830,pw,0.003676471,1,user_101
2454,pw2bgw.x,4,1088,4,17520,2020-12-01T13:34:11,2020-12-01T18:26:11,170.635,8218890,bgw,0.003676471,1,user_101
2455,pw.x,1,272,1,12085,2020-11-30T02:00:06,2020-11-30T05:21:31,257.015,39126900,pw,0.003676471,1,user_102
2456,pw.x,1,272,1,12176,2020-11-30T02:00:06,2020-11-30T05:23:02,276.189,39158100,pw,0.003676471,1,user_102
2457,pw.x,1,272,1,11898,2020-11-30T07:23:19,2020-11-30T10:41:37,261.767,39082800,pw,0.003676471,1,user_102
2458,pw.x,1,272,1,1044,2020-11-30T09:07:58,2020-11-30T09:25:22,269.141,32349000,pw,0.003676471,1,user_102
2459,pw.x,1,272,1,1038,2020-11-30T09:07:58,2020-11-30T09:25:16,255.112,32452500,pw,0.003676471,1,user_102
2460,pw.x,1,272,1,1033,2020-11-30T09:07:58,2020-11-30T09:25:11,263.284,32203300,pw,0.003676471,1,user_102
2461,pw.x,1,272,1,1020,2020-11-30T09:07:58,2020-11-30T09:24:58,256.466,32288300,pw,0.003676471,1,user_102
2462,pw.x,1,272,1,1026,2020-11-30T09:07:58,2020-11-30T09:25:04,257.041,32338900,pw,0.003676471,1,user_102
2463,pw.x,1,272,1,1049,2020-11-30T09:07:58,2020-11-30T09:25:27,268.584,32255500,pw,0.003676471,1,user_102
2464,pw.x,1,272,1,1046,2020-11-30T09:12:00,2020-11-30T09:29:26,259.999,33630300,pw,0.003676471,1,user_102
2465,pw.x,1,272,1,1039,2020-11-30T09:15:30,2020-11-30T09:32:49,248.435,34149400,pw,0.003676471,1,user_102
2466,pw.x,1,272,1,1023,2020-11-30T09:15:30,2020-11-30T09:32:33,252.962,32519400,pw,0.003676471,1,user_102
2467,pw.x,1,272,1,1029,2020-11-30T09:22:01,2020-11-30T09:39:10,269.758,32299200,pw,0.003676471,1,user_102
2468,pw.x,1,272,1,1432,2020-11-30T09:22:01,2020-11-30T09:45:53,256.729,39573300,pw,0.003676471,1,user_102
2469,pw.x,1,272,1,1419,2020-11-30T09:22:01,2020-11-30T09:45:40,264.315,39571700,pw,0.003676471,1,user_102
2470,pw.x,1,272,1,1451,2020-11-30T09:22:01,2020-11-30T09:46:12,256.512,39490700,pw,0.003676471,1,user_102
2471,pw.x,1,272,1,1447,2020-11-30T09:22:01,2020-11-30T09:46:08,256.723,39405100,pw,0.003676471,1,user_102
2472,pw.x,1,272,1,1443,2020-11-30T09:22:01,2020-11-30T09:46:04,263.374,39527000,pw,0.003676471,1,user_102
2473,pw.x,1,272,1,1467,2020-11-30T09:22:01,2020-11-30T09:46:28,254.311,39162100,pw,0.003676471,1,user_102
2474,pw.x,1,272,1,1430,2020-11-30T09:22:01,2020-11-30T09:45:51,269.172,39369100,pw,0.003676471,1,user_102
2475,pw.x,1,272,1,1412,2020-11-30T09:22:01,2020-11-30T09:45:33,263.401,40785700,pw,0.003676471,1,user_102
2476,pw.x,1,272,1,1425,2020-11-30T09:22:01,2020-11-30T09:45:46,257.051,39319500,pw,0.003676471,1,user_102
2477,pw.x,1,272,1,1432,2020-11-30T09:22:01,2020-11-30T09:45:53,268.506,39452800,pw,0.003676471,1,user_102
2478,pw.x,1,272,1,2183,2020-11-30T09:22:01,2020-11-30T09:58:24,250.364,53110200,pw,0.003676471,1,user_102
2479,pw.x,1,272,1,2221,2020-11-30T09:22:01,2020-11-30T09:59:02,265.05,53260900,pw,0.003676471,1,user_102
2480,pw.x,1,272,1,2201,2020-11-30T09:22:01,2020-11-30T09:58:42,252.757,54347300,pw,0.003676471,1,user_102
2481,pw.x,1,272,1,2183,2020-11-30T09:22:01,2020-11-30T09:58:24,263.994,52932400,pw,0.003676471,1,user_102
2482,pw.x,1,272,1,2156,2020-11-30T09:29:38,2020-11-30T10:05:34,268.653,53221700,pw,0.003676471,1,user_102
2483,pw.x,1,272,1,2174,2020-11-30T09:30:09,2020-11-30T10:06:23,259.57,52870000,pw,0.003676471,1,user_102
2484,pw.x,1,272,1,2112,2020-11-30T09:30:09,2020-11-30T10:05:21,263.191,53073300,pw,0.003676471,1,user_102
2485,pw.x,1,272,1,2226,2020-11-30T09:30:09,2020-11-30T10:07:15,268.151,53380400,pw,0.003676471,1,user_102
2486,pw.x,1,272,1,2233,2020-11-30T09:30:09,2020-11-30T10:07:22,258.138,53517100,pw,0.003676471,1,user_102
2487,pw.x,1,272,1,2182,2020-11-30T09:31:41,2020-11-30T10:08:03,261.519,53247400,pw,0.003676471,1,user_102
2488,pw.x,1,272,1,3330,2020-11-30T13:13:02,2020-11-30T14:08:32,262.978,67620600,pw,0.003676471,1,user_102
2489,pw.x,1,272,1,3102,2020-11-30T13:23:02,2020-11-30T14:14:44,258.146,67419900,pw,0.003676471,1,user_102
2490,pw.x,1,272,1,3336,2020-11-30T13:25:35,2020-11-30T14:21:11,271.677,67699500,pw,0.003676471,1,user_102
2491,pw.x,1,272,1,3406,2020-11-30T13:27:53,2020-11-30T14:24:39,270.779,67666600,pw,0.003676471,1,user_102
2492,pw.x,1,272,1,3336,2020-11-30T13:35:53,2020-11-30T14:31:29,245.263,67793200,pw,0.003676471,1,user_102
2493,pw.x,1,272,1,3381,2020-11-30T13:38:24,2020-11-30T14:34:45,269.26,67284400,pw,0.003676471,1,user_102
2494,pw.x,1,272,1,3406,2020-11-30T13:38:24,2020-11-30T14:35:10,279.039,67406200,pw,0.003676471,1,user_102
2495,pw.x,1,272,1,3331,2020-11-30T13:38:24,2020-11-30T14:33:55,273.282,67367600,pw,0.003676471,1,user_102
2496,pw.x,1,272,1,3421,2020-11-30T13:38:24,2020-11-30T14:35:25,269.648,67442500,pw,0.003676471,1,user_102
2497,pw.x,2,544,2,2801,2020-11-30T14:17:22,2020-11-30T15:04:03,238.457,50526900,pw,0.003676471,1,user_102
2498,pw.x,2,544,2,2794,2020-11-30T14:17:22,2020-11-30T15:03:56,240.162,50251900,pw,0.003676471,1,user_102
2499,pw.x,2,544,2,2894,2020-11-30T14:31:22,2020-11-30T15:19:36,237.683,50624700,pw,0.003676471,1,user_102
2500,pw.x,2,544,2,2732,2020-11-30T14:31:22,2020-11-30T15:16:54,245.899,50974000,pw,0.003676471,1,user_102
2501,pw.x,2,544,2,2781,2020-11-30T14:35:53,2020-11-30T15:22:14,240.236,50097200,pw,0.003676471,1,user_102
2502,pw.x,2,544,2,2953,2020-11-30T14:35:53,2020-11-30T15:25:06,226.937,50171400,pw,0.003676471,1,user_102
2503,pw.x,2,544,2,2803,2020-11-30T14:35:53,2020-11-30T15:22:36,236.287,50117700,pw,0.003676471,1,user_102
2504,pw.x,2,544,2,3061,2020-11-30T14:35:53,2020-11-30T15:26:54,234.885,49530100,pw,0.003676471,1,user_102
2505,pw.x,2,544,2,2947,2020-11-30T14:35:53,2020-11-30T15:25:00,244.402,49793500,pw,0.003676471,1,user_102
2506,pw.x,2,544,2,2792,2020-11-30T14:35:53,2020-11-30T15:22:25,243.802,49509600,pw,0.003676471,1,user_102
2507,pw.x,1,272,1,15973,2020-11-30T21:50:17,2020-12-01T02:16:30,264.027,38587300,pw,0.003676471,1,user_102
2508,pw.x,1,272,1,24112,2020-12-01T04:32:41,2020-12-01T11:14:33,237.619,39256900,pw,0.003676471,1,user_102
2509,pw.x,1,272,1,24168,2020-12-01T04:41:39,2020-12-01T11:24:27,253.022,39262500,pw,0.003676471,1,user_102
2510,pw.x,1,272,1,14123,2020-12-01T08:24:59,2020-12-01T12:20:22,240.433,38511200,pw,0.003676471,1,user_102
2511,pw.x,1,272,1,785,2020-12-01T09:08:13,2020-12-01T09:21:18,256.106,26286000,pw,0.003676471,1,user_102
2512,pw.x,1,272,1,774,2020-12-01T09:13:21,2020-12-01T09:26:15,248.799,26462800,pw,0.003676471,1,user_102
2513,pw.x,1,272,1,776,2020-12-01T09:18:26,2020-12-01T09:31:22,244.733,26367400,pw,0.003676471,1,user_102
2514,pw.x,1,272,1,776,2020-12-01T09:18:26,2020-12-01T09:31:22,252.248,26364500,pw,0.003676471,1,user_102
